"GHO","PUBLISHSTATE","YEAR","REGION","COUNTRY","AGEGROUP","SEX","Display Value","Numeric","Low","High","Comments"
"MDG_0000000025","PUBLISHED","2014","AMR","PRY","","","96","96.40000","",""," Dirección General de Estadística, Encuestas y Censos (DGEEC) [Paraguay]; 2016.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2011","AMR","PRY","","","96","95.80000","","","PAHO/WHO - Regional Health Observatory Database. (Data provided by UNICEF April 2016).No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2008","AMR","PRY","","","87","87.20000","",""," ENDSSR 2008. Centro Paraguayo de Estudios de Población (CEPEP), USAID, CDC, UNICEF, IPPF; 2009.IB plus delivery with an obstetric professional at home"
"MDG_0000000025","PUBLISHED","2006","EMR","PSE","","","97","96.60000","","","FHS 2006. Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2009","EMR","QAT","","","100","100.00000","","","Statistics Authority [Qatar]; 2010."
"MDG_0000000025","PUBLISHED","2007","EMR","QAT","","","100","100.00000","","","Statistics Authority [Qatar]; 2008."
"MDG_0000000025","PUBLISHED","2000","EMR","QAT","","","100","100.00000","","","The Planning Council [Qatar]; 2001."
"MDG_0000000025","PUBLISHED","2012","EUR","ROU","","","100","99.50000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2010","EUR","ROU","","","100","99.50000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2002","EUR","ROU","","","99","99.10000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2011","EUR","RUS","","","100","99.70000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2009","EUR","RUS","","","100","99.70000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2002","EUR","RUS","","","99","99.30000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2000","EUR","RUS","","","99","99.20000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2009","EMR","SAU","","","97","97.00000","",""," Ministry of Economy and Planning [Saudi Arabia], UN-DESA, UNDP; 2010.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2000","EMR","SAU","","","91","91.00000","",""," Ministry of Economy and Planning [Saudi Arabia], UN-DESA, UNDP; 2010.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2010","EMR","SDN","","","73","72.50000","",""," Federal Ministry of Health, Central Bureau of Statistics [Sudan]; 2012.Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2018","AFR","SEN","","","74","74.20000","","","DHS 2018 (DHS Continuous) - Rapport provisoire."
"MDG_0000000025","PUBLISHED","2013","AFR","SEN","","","51","50.50000","","","Survey for years 2012-2013. DHS 2012-13."
"MDG_0000000025","PUBLISHED","2005","AFR","SEN","","","52","51.90000","","","DHS 2005. Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2012","WPR","SGP","","","100","99.70000","","","Department of Statistics [Singapore]; 2013.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2010","WPR","SGP","","","100","99.70000","","","Department of Statistics [Singapore]; 2011.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2005","WPR","SGP","","","100","99.70000","","","Department of Statistics [Singapore]; 2010.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2001","WPR","SGP","","","100","99.60000","","","Department of Statistics [Singapore]; 2007.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2019","AFR","SLE","","","87","86.90000","","","DHS 2019 - Key indicators."
"MDG_0000000025","PUBLISHED","2015","AMR","SLV","","","100","99.90000","","","Ministerio de Salud de El Salvador; 2017."
"MDG_0000000025","PUBLISHED","2014","AMR","SLV","","","98","98.00000","","","MICS 2014."
"MDG_0000000025","PUBLISHED","2008","AMR","SLV","","","96","95.50000","","","ADS [El Salvador]. FESAL 2008; 2009.IB plus delivery with an obstetric professional at home"
"MDG_0000000025","PUBLISHED","2006","AMR","SLV","","","90","89.60000","","","Ministerio de Salud de El Salvador; 2013."
"MDG_0000000025","PUBLISHED","2012","EUR","SRB","","","99","99.00000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2008","EUR","SRB","","","99","99.00000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2001","EUR","SRB","","","98","98.20000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2018","AMR","SUR","","","98","98.40000","","","MICS 2018. Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2010","AMR","SUR","","","90","90.00000","","","MICS 2010."
"MDG_0000000025","PUBLISHED","2014","EUR","SVK","","","98","98.30000","","","Country consultation 2019."
"MDG_0000000025","PUBLISHED","2005","EUR","SVK","","","100","99.51000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2000","EUR","SVK","","","100","100.00000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2011","EUR","SVN","","","100","99.90000","","","Statistical Office of the Republic of Slovenia; 2012.Includes institutional births that occurred at a health facility"
"MDG_0000000025","PUBLISHED","2004","EUR","SVN","","","100","99.90000","","","Statistical Office of the Republic of Slovenia; 2006."
"MDG_0000000025","PUBLISHED","2002","EUR","SVN","","","100","99.90000","","","Statistical Office of the Republic of Slovenia; 2006."
"MDG_0000000025","PUBLISHED","2010","AFR","SYC","","","99","99.00000","",""," Ministry of Foreign Affairs [Seychelles], UNDP; 2013.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2005","AFR","SYC","","","99","99.00000","","","Ministry of Foreign Affairs [Seychelles]; 2010.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2006","AFR","TGO","","","52","52.40000","","","MICS 2006."
"MDG_0000000025","PUBLISHED","2013","EUR","TJK","","","91","90.80000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2012","EUR","TJK","","","89","89.30000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2005","EUR","TJK","","","82","82.40000","","","MICS 2005."
"MDG_0000000025","PUBLISHED","2002","EUR","TKM","","","97","97.20000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2010","SEAR","TLS","","","29","29.30000","","","Survey for years 2009-2010. DHS 2009-10."
"MDG_0000000025","PUBLISHED","2006","WPR","TON","","","98","98.00000","","","Ministry of Health [Tonga]; 2011.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2017","AMR","TTO","","","100","100.00000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2015","AMR","TTO","","","100","99.90000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2004","AMR","TTO","","","100","99.70000","","","WHO/PAHO; 2009.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2003","AMR","TTO","","","100","99.70000","","","WHO/PAHO; 2007.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2006","EMR","TUN","","","95","94.60000","","","MICS 2006. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2014","EUR","TUR","","","97","97.40000","","","Survey for years 2013-2014. DHS 2013. Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2007","WPR","TUV","","","93","93.10000","","","DHS 2007."
"MDG_0000000025","PUBLISHED","2006","AFR","UGA","","","42","41.90000","","","DHS 2006."
"MDG_0000000025","PUBLISHED","2013","EUR","UKR","","","100","99.90000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2005","EUR","UKR","","","100","99.90000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2001","EUR","UKR","","","100","99.90000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2012. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2015","AMR","URY","","","100","99.90000","",""," Ministerio de Salud Publica, Instituto Nacional de Estadística [Uruguay]; 2016. "
"MDG_0000000025","PUBLISHED","2011","AMR","URY","","","100","99.90000","","","Instituto Nacional de Estadística (INE) [Uruguay]; 2014."
"MDG_0000000025","PUBLISHED","2003","AMR","URY","","","100","99.70000","","","Instituto Nacional de Estadística (INE) [Uruguay]; 2011."
"MDG_0000000025","PUBLISHED","2001","AMR","URY","","","100","99.60000","","","Instituto Nacional de Estadística (INE) [Uruguay]; 2011."
"MDG_0000000025","PUBLISHED","2013","AMR","USA","","","99","99.20000","","","National Center for Health Statistics [USA]. Births: Final Data for 2013; 2015."
"MDG_0000000025","PUBLISHED","2011","AMR","USA","","","99","99.30000","","","National Center for Health Statistics [USA]. Births: Final data for 2011; 2013."
"MDG_0000000025","PUBLISHED","2004","AMR","USA","","","99","99.30000","","","National Center for Health Statistics [USA]; 2006."
"MDG_0000000025","PUBLISHED","2016","EUR","UZB","","","100","100.00000","","","Country consultation 2019. Definition includes other cadres that is not in alignment with the standard definition"
"MDG_0000000025","PUBLISHED","2009","EUR","UZB","","","100","100.00000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2007","EUR","UZB","","","100","100.00000","",""," TransMonEE, UNICEF Europe and Central Asia Regional Office; 2016. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2016","AMR","VCT","","","99","98.60000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2014","AMR","VCT","","","100","99.90000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2004","AMR","VCT","","","100","100.00000","","","WHO/PAHO; 2005.No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2012","AMR","VEN","","","96","95.70000","","","PAHO Database; 2018. No / unclear definition of the cadres included"
"MDG_0000000025","PUBLISHED","2006","WPR","VNM","","","84","83.80000","","","MICS 2006."
"MDG_0000000025","PUBLISHED","2007","WPR","VUT","","","74","74.00000","","","MICS 2007."
"MDG_0000000025","PUBLISHED","2012","EMR","YEM","","","34","34.40000","",""," Ministry of Planning and International Cooperation [Yemen], International Policy Centre for Inclusive Growth (IPC-IG) [Brazil], UNICEF, Interaction in Development; 2013. "
"MDG_0000000025","PUBLISHED","2015","AFR","ZWE","","","78","78.10000","","","DHS 2015."
"MDG_0000000025","PUBLISHED","2011","AFR","ZWE","","","66","66.20000","","","Survey for years 2010-2011. DHS 2010-11."
"MDG_0000000003","PUBLISHED","2011","EMR","AFG","","","125.7","125.70000","","","Afghanistan 2010-2011 Multiple Indicator Cluster Survey"
"MDG_0000000003","PUBLISHED","2003","AFR","AGO","","","151.0","151.00000","","","Angola 2011 Malaria Indicators Survey (MIS)"
"MDG_0000000003","PUBLISHED","2008","AFR","AGO","","","188.0","188.00000","","","Angola 2011 Malaria Indicators Survey (MIS)"
"MDG_0000000003","PUBLISHED","2005","EUR","ALB","","","20.2","20.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2007","EUR","ALB","","","16.9","16.90000","","","Albania 2008-2009 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2014","EUR","ALB","","","21.9","21.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","EUR","ALB","","","17.3","17.30000","","","Albania 2017-2018 Demographic and Health Survey (DHS)"
"MDG_0000000003","PUBLISHED","2003","EUR","AND","","","8.2","8.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2012","EUR","AND","","","2.9","2.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2002","EMR","ARE","","","20.3","20.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2004","EMR","ARE","","","21.9","21.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2017","EMR","ARE","","","5.4","5.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2006","AMR","ARG","","","61.8","61.80000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2008","AMR","ARG","","","65.4","65.40000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2015","AMR","ARG","","","65.1","65.10000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2005","EUR","ARM","","","25.9","25.90000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2007","EUR","ARM","","","24.4","24.40000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2014","EUR","ARM","","","23.4","23.40000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2016","EUR","ARM","","","24.5","24.50000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2012","AMR","ATG","","","37.7","37.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2017","AMR","ATG","","","28.8","28.80000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2000","WPR","AUS","","","17.8","17.80000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2002","WPR","AUS","","","17.4","17.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2007","WPR","AUS","","","17.1","17.10000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2009","WPR","AUS","","","17.9","17.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","WPR","AUS","","","10.3","10.30000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2000","EUR","AUT","","","13.7","13.70000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2005","EUR","AUT","","","12.8","12.80000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2009","EUR","AUT","","","10.4","10.40000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2014","EUR","AUT","","","7.4","7.40000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2005","EUR","AZE","","","33.3","33.30000","","","Azerbaijan 2006 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2007","EUR","AZE","","","46.0","46.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2014","EUR","AZE","","","52.9","52.90000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","EUR","AZE","","","52.8","52.80000","","","Registration UNSD"
"MDG_0000000003","PUBLISHED","2015","AFR","BDI","","","58.2","58.20000","","","Burundi 2016 Demographic and Health Survey (DHS)"
"MDG_0000000003","PUBLISHED","2006","EUR","BEL","","","10.5","10.50000","","","Registration National Statistics & WPP2019"
"MDG_0000000003","PUBLISHED","2015","EUR","BEL","","","6.6","6.60000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2005","AFR","BEN","","","112.3","112.30000","","","Benin 2006 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2010","AFR","BEN","","","93.9","93.90000","","","Benin 2011-2012 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2013","AFR","BFA","","","132.0","132.00000","","","Burkina Faso 2014 Malaria Indicators Survey (MIS)"
"MDG_0000000003","PUBLISHED","2011","SEAR","BGD","","","83.0","83.00000","","","Bangladesh 2012-2013 Multiple Indicator Cluster Survey"
"MDG_0000000003","PUBLISHED","2016","SEAR","BGD","","","78.0","78.00000","","","Bangladesh Sample Vital Registration System"
"MDG_0000000003","PUBLISHED","2018","SEAR","BGD","","","74.0","74.00000","","","Bangladesh Sample Vital Registration System"
"MDG_0000000003","PUBLISHED","2006","EUR","BGR","","","41.2","41.20000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2008","EUR","BGR","","","44.2","44.20000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2017","EUR","BGR","","","38.2","38.20000","","","Estimate Eurostat"
"MDG_0000000003","PUBLISHED","2004","EMR","BHR","","","16.5","16.50000","","","All sources of estimates"
"MDG_0000000003","PUBLISHED","2013","EMR","BHR","","","15.3","15.30000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2004","AMR","BHS","","","46.4","46.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2007","AMR","BHS","","","40.4","40.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2000","EUR","BIH","","","16.6","16.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2007","EUR","BIH","","","15.2","15.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","EUR","BIH","","","11.0","11.00000","","","All sources of estimates"
"MDG_0000000003","PUBLISHED","2006","EUR","BLR","","","22.5","22.50000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2008","EUR","BLR","","","22.3","22.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2017","EUR","BLR","","","14.2","14.20000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2002","AMR","BOL","","","84.0","84.00000","","","Bolivia 2003 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2000","AMR","BRA","","","81.4","81.40000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2002","AMR","BRA","","","75.2","75.20000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2009","AMR","BRA","","","64.6","64.60000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2011","AMR","BRA","","","63.1","63.10000","","","Estimate National statistics"
"MDG_0000000003","PUBLISHED","2000","AMR","BRB","","","62.2","62.20000","","","Barbados 2000 Census"
"MDG_0000000003","PUBLISHED","2002","AMR","BRB","","","55.3","55.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2000","WPR","BRN","","","31.2","31.20000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2007","WPR","BRN","","","18.4","18.40000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2014","WPR","BRN","","","11.6","11.60000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2012","SEAR","BTN","","","28.4","28.40000","","","Bhutan 2012 National Health Survey"
"MDG_0000000003","PUBLISHED","2006","AFR","BWA","","","51.0","51.00000","","","Botswana 2006 Demographic Survey"
"MDG_0000000003","PUBLISHED","2013","AMR","CAN","","","11.1","11.10000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2015","AMR","CAN","","","9.4","9.40000","","","Registration UNSD"
"MDG_0000000003","PUBLISHED","2011","EUR","CHE","","","3.3","3.30000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2012","EUR","CHE","","","3.4","3.40000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2014","EUR","CHE","","","2.9","2.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2010","AMR","CHL","","","53.5","53.50000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2011","AMR","CHL","","","52.3","52.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2013","AMR","CHL","","","48.4","48.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2009","WPR","CHN","","","6.2","6.20000","","","China 2009 Annual Population Change Survey (1â€° Survey)"
"MDG_0000000003","PUBLISHED","2010","WPR","CHN","","","5.9","5.90000","","","China 2010 Census"
"MDG_0000000003","PUBLISHED","2008","AFR","CMR","","","128.0","128.00000","","","Cameroon 2011 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2009","AFR","CMR","","","126.7","126.70000","","","Cameroon 2011 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2000","AMR","COL","","","80.6","80.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2002","AMR","COL","","","92.0","92.00000","","","Colombia 2005 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2003","AMR","COL","","","90.4","90.40000","","","Colombia 2005 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2005","AMR","COL","","","96.2","96.20000","","","Colombia 2005 Census"
"MDG_0000000003","PUBLISHED","2004","AFR","CPV","","","90.0","90.00000","","","Cape Verde 2005 Demographic and Reproductive Health Survey"
"MDG_0000000003","PUBLISHED","2009","AFR","CPV","","","62.4","62.40000","","","Cape Verde 2010 Census"
"MDG_0000000003","PUBLISHED","2000","AMR","CRI","","","86.0","86.00000","","","Registration National statistics"
"MDG_0000000003","PUBLISHED","2014","AMR","CRI","","","59.8","59.80000","","","Registration National statistics"
"MDG_0000000003","PUBLISHED","2015","AMR","CRI","","","55.9","55.90000","","","Registration National statistics"
"MDG_0000000003","PUBLISHED","2017","AMR","CRI","","","52.5","52.50000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2012","AMR","CUB","","","51.7","51.70000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2013","AMR","CUB","","","51.3","51.30000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2015","AMR","CUB","","","52.5","52.50000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2011","EUR","CYP","","","5.6","5.60000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2012","EUR","CYP","","","6.5","6.50000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2014","EUR","CYP","","","4.9","4.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2009","EUR","CZE","","","11.9","11.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2010","EUR","CZE","","","11.5","11.50000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2011","EUR","CZE","","","11.2","11.20000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2012","EUR","CZE","","","11.9","11.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2008","EUR","DEU","","","9.8","9.80000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2010","EUR","DEU","","","8.9","8.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2011","EUR","DEU","","","8.3","8.30000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2003","AMR","DMA","","","48.4","48.40000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2001","EUR","DNK","","","7.6","7.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2002","EUR","DNK","","","6.7","6.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2015","EUR","DNK","","","2.3","2.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","EUR","DNK","","","2.5","2.50000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2000","AMR","DOM","","","118.0","118.00000","","","Dominican Republic 2002 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2008","AFR","DZA","","","8.8","8.80000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2009","AFR","DZA","","","9.6","9.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2011","AFR","DZA","","","10.7","10.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2008","EMR","EGY","","","50.0","50.00000","","","All sources of estimates"
"MDG_0000000003","PUBLISHED","2012","EMR","EGY","","","56.5","56.50000","","","Egypt 2014 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2014","EMR","EGY","","","56.0","56.00000","","","All sources of estimates"
"MDG_0000000003","PUBLISHED","2017","EMR","EGY","","","59.0","59.00000","","","Ministry of Planning"
"MDG_0000000003","PUBLISHED","2007","EUR","ESP","","","12.8","12.80000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2009","EUR","ESP","","","11.8","11.80000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2010","EUR","ESP","","","10.6","10.60000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2011","EUR","ESP","","","9.5","9.50000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2006","EUR","EST","","","22.9","22.90000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2008","EUR","EST","","","23.8","23.80000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2009","EUR","EST","","","21.0","21.00000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2013","AFR","ETH","","","71.2","71.20000","","","Ethiopia 2014 PMA2020 Round 2"
"MDG_0000000003","PUBLISHED","2000","EUR","FIN","","","10.0","10.00000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2001","EUR","FIN","","","10.6","10.60000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2015","EUR","FIN","","","6.2","6.20000","","","Registration National Statistics (Eurostat)"
"MDG_0000000003","PUBLISHED","2017","EUR","FIN","","","4.9","4.90000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2002","WPR","FJI","","","34.8","34.80000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2008","EUR","FRA","","","7.5","7.50000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2009","EUR","FRA","","","7.3","7.30000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2010","EUR","FRA","","","7.2","7.20000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2011","EUR","FRA","","","7.0","7.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2012","AFR","GAB","","","91.0","91.00000","","","Gabon 2013 Census"
"MDG_0000000003","PUBLISHED","2000","EUR","GBR","","","29.0","29.00000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2001","EUR","GBR","","","27.7","27.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","EUR","GBR","","","13.7","13.70000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2017","EUR","GBR","","","12.4","12.40000","","","Registration UNSD & WPP2019"
"MDG_0000000003","PUBLISHED","2013","EUR","GEO","","","40.8","40.80000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2015","EUR","GEO","","","48.6","48.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2016","EUR","GEO","","","43.6","43.60000","","","Registration National Statistics"
"MDG_0000000003","PUBLISHED","2003","AFR","GIN","","","154.0","154.00000","","","Guinea 2005 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2011","AFR","GIN","","","146.4","146.40000","","","Guinea 2012 Demographic and Health Survey"
"MDG_0000000003","PUBLISHED","2013","AFR","GIN","","","130.5","130.50000","","","Guinea 2014 Census"
