Geographic area	Indicator	Sex	TIME_PERIOD	OBS_VALUE	Unit multiplier	Unit of measure	Observation Status	Observation confidentaility	LOWER_BOUND	UPPER_BOUND	WGTD_SAMPL_SIZE	OBS_FOOTNOTE	SERIES_FOOTNOTE	DATA_SOURCE	SOURCE_LINK	CUSTODIAN	Time period activity related to when the data are collected	REF_PERIOD	COVERAGE_TIME	Current age
Mozambique	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	81	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Mozambique	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	73	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Mozambique	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	79	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Mozambique	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	79	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Mozambique	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	65	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Mozambique	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	79	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Mozambique	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	78	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Mozambique	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	62	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Mozambique	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	81	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Infant mortality rate	Female	2019	31.8147567157891		Deaths per 1000 live births	Normal value		22.8523439614319	42.8572967793443				UN_IGME						Total
Myanmar	Under-five mortality rate	Female	2019	40.2313459749489		Deaths per 1000 live births	Normal value		27.9133636987399	56.416075790609				UN_IGME						Total
Myanmar	Child mortality rate (aged 1-4 years)	Female	2019	8.74001526123302		Deaths per 1000 children aged 1	Normal value		5.13514521855252	14.3225867148364				UN_IGME						Total
Myanmar	Infant mortality rate	Male	2019	39.5338850015623		Deaths per 1000 live births	Normal value		28.4736576036176	53.2014692472039				UN_IGME						Total
Myanmar	Under-five mortality rate	Male	2019	48.8306184147381		Deaths per 1000 live births	Normal value		33.9389109135395	68.5263240827497				UN_IGME						Total
Myanmar	Child mortality rate (aged 1-4 years)	Male	2019	9.72723905449596		Deaths per 1000 children aged 1	Normal value		5.57351295384629	16.232519892826				UN_IGME						Total
Myanmar	Infant mortality rate	Total	2019	35.7548550484829		Deaths per 1000 live births	Normal value		25.8452240275502	48.034788800275				UN_IGME						Total
Myanmar	Under-five mortality rate	Total	2019	44.6609609331634		Deaths per 1000 live births	Normal value		31.0912335755573	62.5285106315292				UN_IGME						Total
Myanmar	Child mortality rate (aged 1-4 years)	Total	2019	9.23635025078318		Deaths per 1000 children aged 1	Normal value		5.38519101768796	15.2250540889516				UN_IGME						Total
Myanmar	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Myanmar	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	86	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	90	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Myanmar	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	86	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	86	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Myanmar	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2020	21	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Myanmar	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	49	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Infant mortality rate	Female	2019	27.5685435776051		Deaths per 1000 live births	Normal value		16.9868499793422	44.8240687134951				UN_IGME						Total
Namibia	Under-five mortality rate	Female	2019	38.5060572849844		Deaths per 1000 live births	Normal value		22.4929846734606	69.6972056745611				UN_IGME						Total
Namibia	Child mortality rate (aged 1-4 years)	Female	2019	11.1905699447602		Deaths per 1000 children aged 1	Normal value		5.63217675203466	26.2520454823559				UN_IGME						Total
Namibia	Infant mortality rate	Male	2019	33.8220519566374		Deaths per 1000 live births	Normal value		20.7943757718181	54.8349654801749				UN_IGME						Total
Namibia	Under-five mortality rate	Male	2019	46.1480989674721		Deaths per 1000 live births	Normal value		27.0097315720277	83.6406041580822				UN_IGME						Total
Namibia	Child mortality rate (aged 1-4 years)	Male	2019	12.7866903627778		Deaths per 1000 children aged 1	Normal value		6.32704379308073	30.5599244062221				UN_IGME						Total
Namibia	Infant mortality rate	Total	2019	30.725068284753		Deaths per 1000 live births	Normal value		18.9222235237967	49.9760878624165				UN_IGME						Total
Namibia	Under-five mortality rate	Total	2019	42.3559138996033		Deaths per 1000 live births	Normal value		24.7992305545849	77.0437613711906				UN_IGME						Total
Namibia	Child mortality rate (aged 1-4 years)	Total	2019	11.9995320609083		Deaths per 1000 children aged 1	Normal value		5.99035792335487	28.4915708144349				UN_IGME						Total
Namibia	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2019	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Namibia	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2019	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2019	80	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2019	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2019	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2019	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2019	81	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Namibia	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2019	57	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2019	90	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2019	76	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Namibia	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2019	56	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Namibia	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2019	80	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Infant mortality rate	Female	2019	22.8638551997925		Deaths per 1000 live births	Normal value		12.9875846148188	38.3865729189381				UN_IGME						Total
Nauru	Under-five mortality rate	Female	2019	27.5808156253233		Deaths per 1000 live births	Normal value		15.1533887011455	49.4698773260297				UN_IGME						Total
Nauru	Child mortality rate (aged 1-4 years)	Female	2019	4.8395494618893		Deaths per 1000 children aged 1	Normal value		2.20615934699251	11.5692821766633				UN_IGME						Total
Nauru	Infant mortality rate	Male	2019	28.3972466060372		Deaths per 1000 live births	Normal value		16.1484536878925	47.6352468492538				UN_IGME						Total
Nauru	Under-five mortality rate	Male	2019	34.0439735499101		Deaths per 1000 live births	Normal value		18.7038548834025	60.9199632738285				UN_IGME						Total
Nauru	Child mortality rate (aged 1-4 years)	Male	2019	5.8036567537702		Deaths per 1000 children aged 1	Normal value		2.63315528085538	13.981053540086				UN_IGME						Total
Nauru	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Nauru	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Infant mortality rate	Total	2019	25.7046812266003		Deaths per 1000 live births	Normal value		14.5929447848113	43.3398466923662				UN_IGME						Total
Nauru	Under-five mortality rate	Total	2019	30.9057006684172		Deaths per 1000 live births	Normal value		16.9774177778201	55.5821033435622				UN_IGME						Total
Nauru	Child mortality rate (aged 1-4 years)	Total	2019	5.33823712545495		Deaths per 1000 children aged 1	Normal value		2.41978478144929	12.7968710858165				UN_IGME						Total
Nauru	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Percentage of live births who received hepatitis-B-containing vaccine within 24 hours of birth	Total	2020	99	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Nauru	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	97	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Nauru	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nauru	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	95	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Infant mortality rate	Female	2019	23.2863850704277		Deaths per 1000 live births	Normal value		18.2075721599059	30.0418547610105				UN_IGME						Total
Nepal	Under-five mortality rate	Female	2019	28.4778804982306		Deaths per 1000 live births	Normal value		21.8796233651148	37.7442954832019				UN_IGME						Total
Nepal	Child mortality rate (aged 1-4 years)	Female	2019	5.31857875257591		Deaths per 1000 children aged 1	Normal value		3.67396047009966	8.00348340355154				UN_IGME						Total
Nepal	Infant mortality rate	Male	2019	27.7720927262377		Deaths per 1000 live births	Normal value		21.6786183966962	35.802797006916				UN_IGME						Total
Nepal	Under-five mortality rate	Male	2019	32.9441687964013		Deaths per 1000 live births	Normal value		25.2229385853453	43.5730698403408				UN_IGME						Total
Nepal	Child mortality rate (aged 1-4 years)	Male	2019	5.29102678932758		Deaths per 1000 children aged 1	Normal value		3.60128380882487	8.12178210051924				UN_IGME						Total
Nepal	Infant mortality rate	Total	2019	25.6186965629714		Deaths per 1000 live births	Normal value		20.0182237173341	32.9032530406879				UN_IGME						Total
Nepal	Under-five mortality rate	Total	2019	30.7921908727912		Deaths per 1000 live births	Normal value		23.5987737519927	40.6620268865915				UN_IGME						Total
Nepal	Child mortality rate (aged 1-4 years)	Total	2019	5.30951722043438		Deaths per 1000 children aged 1	Normal value		3.65369042702905	8.02274836586889				UN_IGME						Total
Nepal	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Nepal	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	89	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	84	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	87	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	73	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	80	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nepal	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	74	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Netherlands	Infant mortality rate	Female	2019	3.11903141191344		Deaths per 1000 live births	Normal value		2.96998898095678	3.27913717652051				UN_IGME						Total
Netherlands	Under-five mortality rate	Female	2019	3.63791666060661		Deaths per 1000 live births	Normal value		3.46756046101714	3.82166489050423				UN_IGME						Total
Netherlands	Child mortality rate (aged 1-4 years)	Female	2019	0.519909298782539		Deaths per 1000 children aged 1	Normal value		0.492844535234471	0.54843882601085				UN_IGME						Total
Netherlands	Infant mortality rate	Male	2019	3.77598225775785		Deaths per 1000 live births	Normal value		3.60089640100884	3.95706008124636				UN_IGME						Total
Netherlands	Under-five mortality rate	Male	2019	4.4216916332187		Deaths per 1000 live births	Normal value		4.22206077053862	4.6336911561888				UN_IGME						Total
Netherlands	Child mortality rate (aged 1-4 years)	Male	2019	0.64877799166646		Deaths per 1000 children aged 1	Normal value		0.617199015375691	0.682563542975584				UN_IGME						Total
Netherlands	Infant mortality rate	Total	2019	3.45458490818951		Deaths per 1000 live births	Normal value		3.30736272681929	3.61243140354463				UN_IGME						Total
Netherlands	Under-five mortality rate	Total	2019	4.03841170739997		Deaths per 1000 live births	Normal value		3.86630889428775	4.22293434955679				UN_IGME						Total
Netherlands	Child mortality rate (aged 1-4 years)	Total	2019	0.585850670093924		Deaths per 1000 children aged 1	Normal value		0.560800939593337	0.612716341767516				UN_IGME						Total
Netherlands	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2019	98	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Netherlands	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2019	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Netherlands	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2019	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Netherlands	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2019	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Netherlands	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2019	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Netherlands	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2019	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Netherlands	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2019	90	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
Netherlands	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2019	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Netherlands	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2019	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Infant mortality rate	Female	2019	3.57104828003773		Deaths per 1000 live births	Normal value		3.05818478997817	4.10542420600351				UN_IGME						Total
New Zealand	Under-five mortality rate	Female	2019	4.28885292093507		Deaths per 1000 live births	Normal value		3.66947676420232	4.926306246619				UN_IGME						Total
New Zealand	Child mortality rate (aged 1-4 years)	Female	2019	0.719880641879167		Deaths per 1000 children aged 1	Normal value		0.611501901172784	0.829446358201713				UN_IGME						Total
New Zealand	Infant mortality rate	Male	2019	4.295251869933		Deaths per 1000 live births	Normal value		3.66342204438524	4.93634268820885				UN_IGME						Total
New Zealand	Under-five mortality rate	Male	2019	5.16880736939061		Deaths per 1000 live births	Normal value		4.40415389979366	5.93766615430854				UN_IGME						Total
New Zealand	Child mortality rate (aged 1-4 years)	Male	2019	0.877514454937611		Deaths per 1000 children aged 1	Normal value		0.748482447126314	1.01096207409337				UN_IGME						Total
New Zealand	Infant mortality rate	Total	2019	3.94254962173884		Deaths per 1000 live births	Normal value		3.37176365961863	4.52397656430795				UN_IGME						Total
New Zealand	Under-five mortality rate	Total	2019	4.74022535139482		Deaths per 1000 live births	Normal value		4.05395520962062	5.43928940830693				UN_IGME						Total
New Zealand	Child mortality rate (aged 1-4 years)	Total	2019	0.800833053712979		Deaths per 1000 children aged 1	Normal value		0.684499520610676	0.919472516113468				UN_IGME						Total
New Zealand	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	91	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
New Zealand	"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule"	Total	2020	91	Units	%	Estimated value	Free				"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year."		"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Total
New Zealand	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	88	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Infant mortality rate	Female	2019	12.5457345992847		Deaths per 1000 live births	Normal value		10.9192664636967	14.6335371516953				UN_IGME						Total
Nicaragua	Under-five mortality rate	Female	2019	14.6521828754904		Deaths per 1000 live births	Normal value		12.7472130695937	17.1884897108182				UN_IGME						Total
Nicaragua	Child mortality rate (aged 1-4 years)	Female	2019	2.13972448820177		Deaths per 1000 children aged 1	Normal value		1.8364532278459	2.59854591462882				UN_IGME						Total
Nicaragua	Infant mortality rate	Male	2019	15.9889734310246		Deaths per 1000 live births	Normal value		13.9307135408681	18.6579142342528				UN_IGME						Total
Nicaragua	Under-five mortality rate	Male	2019	18.5309688537392		Deaths per 1000 live births	Normal value		16.1412099435731	21.7231448236479				UN_IGME						Total
Nicaragua	Child mortality rate (aged 1-4 years)	Male	2019	2.58953401744277		Deaths per 1000 children aged 1	Normal value		2.22630649879691	3.13924716926949				UN_IGME						Total
Nicaragua	Infant mortality rate	Total	2019	14.3141394477629		Deaths per 1000 live births	Normal value		12.4836451048544	16.677152414633				UN_IGME						Total
Nicaragua	Under-five mortality rate	Total	2019	16.6499405165325		Deaths per 1000 live births	Normal value		14.5048054152978	19.4933997680053				UN_IGME						Total
Nicaragua	Child mortality rate (aged 1-4 years)	Total	2019	2.36972159418042		Deaths per 1000 children aged 1	Normal value		2.04671072071338	2.86401089967065				UN_IGME						Total
Nicaragua	Percentage of live births who received bacille Calmette-Guerin (vaccine against tuberculosis)	Total	2020	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						Under 1 year old
Nicaragua	Percentage of surviving infants who received the first dose of DTP-containing vaccine	Total	2020	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the third dose of DTP-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the first dose of measles-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the third dose of inactivated polio-containing vaccine	Total	2020	93	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the first dose of rubella-containing vaccine	Total	2020	97	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the third dose of hep B-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the third dose of Hib-containing vaccine	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the last dose of rotavirus-containing vaccine (2nd or 3rd dose depending on vaccine used)	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the third dose of pneumococcal conjugate-containing vaccine (PCV)	Total	2020	92	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
Nicaragua	Percentage of surviving infants who received the first dose of inactivated polio-containing vaccine	Total	2020	94	Units	%	Estimated value	Free						"WHO/UNICEF estimates of national immunization coverage, 2020 revision"						12 to 23 months old
